CLIENTNUM,Attrition Flag,Customer Age,Gender,Dependent Count,Education Level,Marital Status,Income Category,Card Category,Months on book,Total Relationship Count,Months Inactive,Contacts Count,Credit Limit
721315233,Existing Customer,47,M,4,High School,Single,$40K - $60K,Silver,32,3,3,4,18535
714766383,Existing Customer,42,M,3,High School,Single,Less than $40K,Blue,24,4,3,2,2171
797491683,Attrited Customer,45,M,5,Unknown,Married,$80K - $120K,Silver,39,2,2,3,34516
714157908,Existing Customer,57,F,0,Unknown,Married,Less than $40K,Blue,42,5,1,4,2376
714588408,Existing Customer,51,F,3,Uneducated,Married,Less than $40K,Blue,43,4,3,2,2882
719627133,Existing Customer,50,F,1,Graduate,Single,Less than $40K,Blue,37,4,3,4,3277
714125883,Existing Customer,47,M,2,Unknown,Married,$80K - $120K,Blue,36,6,2,1,2514
712865583,Existing Customer,57,F,5,Graduate,Married,$40K - $60K,Blue,49,4,2,2,3301
779363283,Existing Customer,48,M,3,Post-Graduate,Single,$60K - $80K,Blue,34,4,3,2,12391
779224758,Existing Customer,47,F,2,Doctorate,Single,Less than $40K,Blue,37,4,3,2,2168
718775808,Existing Customer,42,F,3,Unknown,Married,Unknown,Blue,31,3,1,4,7762
710267583,Existing Customer,45,F,3,Doctorate,Divorced,Unknown,Blue,33,6,3,2,12587
711305208,Existing Customer,52,M,2,Unknown,Married,$60K - $80K,Blue,36,6,3,4,14785
717531483,Existing Customer,37,M,2,High School,Single,$60K - $80K,Blue,21,5,2,2,3433
709170108,Attrited Customer,60,F,1,Unknown,Single,$40K - $60K,Blue,41,3,2,4,2425
716056158,Attrited Customer,63,M,0,Graduate,Single,$60K - $80K,Blue,51,3,3,3,11619
711326583,Existing Customer,62,F,0,High School,Single,Less than $40K,Blue,50,3,3,3,3989
715406658,Attrited Customer,47,F,1,Unknown,Single,Less than $40K,Blue,37,4,2,1,2173
712814658,Existing Customer,50,F,0,Graduate,Married,Less than $40K,Blue,43,4,1,2,2393
773228133,Attrited Customer,39,F,2,Graduate,Married,Less than $40K,Blue,29,3,2,2,1677
710453283,Existing Customer,40,F,3,Uneducated,Single,Less than $40K,Blue,27,5,4,2,2035
795266208,Existing Customer,39,M,3,College,Single,$120K +,Blue,30,4,2,1,8842
779090883,Existing Customer,42,F,2,Unknown,Unknown,Less than $40K,Blue,23,6,3,1,2483
712309758,Existing Customer,65,M,0,Graduate,Single,$40K - $60K,Blue,49,3,2,3,13921
716625033,Attrited Customer,32,F,1,Graduate,Single,Less than $40K,Blue,36,3,3,6,2761
790112133,Existing Customer,47,F,2,Post-Graduate,Single,$40K - $60K,Blue,40,5,3,2,2623
797238108,Existing Customer,49,F,4,Unknown,Divorced,Less than $40K,Blue,43,5,1,2,3232
716782758,Attrited Customer,48,M,3,Graduate,Single,$60K - $80K,Blue,42,3,2,4,19075
715588008,Existing Customer,45,M,4,College,Married,$80K - $120K,Blue,31,4,3,3,31978
713977308,Existing Customer,62,M,1,Graduate,Single,$120K +,Blue,53,4,3,4,34516
719059083,Existing Customer,45,F,3,High School,Unknown,Less than $40K,Blue,33,5,1,1,6225
708797583,Attrited Customer,49,F,4,Unknown,Single,Unknown,Blue,31,6,3,3,2672
708809283,Attrited Customer,41,F,4,Graduate,Divorced,$40K - $60K,Blue,33,1,3,1,10360
771529608,Existing Customer,50,M,2,High School,Married,$120K +,Blue,38,5,6,0,10747
715776033,Existing Customer,46,M,5,Uneducated,Single,$60K - $80K,Blue,33,4,1,3,3135
778619358,Existing Customer,42,F,3,Uneducated,Single,Less than $40K,Blue,22,4,1,4,1438.3
715717608,Existing Customer,41,F,4,Uneducated,Unknown,Less than $40K,Blue,32,4,3,1,3189
789204933,Existing Customer,65,M,1,Uneducated,Single,Less than $40K,Blue,55,3,2,4,8963
711100608,Attrited Customer,55,M,1,Uneducated,Single,$60K - $80K,Blue,48,5,2,2,1723
713591283,Existing Customer,36,F,3,Uneducated,Married,Unknown,Blue,23,6,6,1,2161
719344608,Existing Customer,46,F,3,Graduate,Single,Less than $40K,Blue,27,6,3,3,3901
787659483,Existing Customer,58,F,1,Doctorate,Married,Less than $40K,Blue,48,4,2,2,1438.3
822948708,Existing Customer,42,F,3,Uneducated,Divorced,Less than $40K,Blue,38,5,2,2,3131
710080383,Existing Customer,38,F,2,Graduate,Single,$40K - $60K,Blue,36,6,2,3,2331
715596783,Existing Customer,29,F,1,Uneducated,Married,Less than $40K,Blue,18,3,3,3,1895
798773208,Existing Customer,46,F,4,Unknown,Divorced,Unknown,Blue,40,5,2,3,26496
768624258,Attrited Customer,55,F,2,Graduate,Single,Less than $40K,Blue,49,2,1,2,1583
721412208,Existing Customer,57,F,2,High School,Married,Less than $40K,Blue,36,4,2,2,1438.3
708129933,Existing Customer,45,F,4,Graduate,Single,Less than $40K,Blue,36,5,3,2,2072
719703483,Existing Customer,47,F,1,Doctorate,Divorced,Less than $40K,Blue,37,6,3,3,2707
708290208,Existing Customer,43,F,3,High School,Married,Less than $40K,Silver,31,3,3,4,13608
710431158,Existing Customer,52,F,3,Unknown,Single,Unknown,Blue,36,3,1,2,10273
816528333,Existing Customer,64,F,0,High School,Single,Less than $40K,Blue,56,6,6,1,2609
778760808,Existing Customer,52,F,2,Graduate,Married,Less than $40K,Blue,39,4,1,3,8431
718025808,Existing Customer,61,M,0,High School,Divorced,$60K - $80K,Blue,51,6,3,4,5852
815860008,Existing Customer,40,F,3,Uneducated,Married,Less than $40K,Blue,35,5,2,4,3140
780126033,Attrited Customer,50,M,4,Unknown,Married,$40K - $60K,Blue,35,6,1,5,12914
720135333,Existing Customer,45,F,5,Graduate,Single,Less than $40K,Blue,34,5,1,0,8694
719174433,Attrited Customer,36,F,1,Unknown,Single,Less than $40K,Blue,24,2,1,2,1735
821521983,Existing Customer,51,F,3,High School,Single,Unknown,Blue,46,4,1,4,2286
716961933,Existing Customer,43,F,2,Graduate,Married,Less than $40K,Blue,36,5,2,4,3589
712834533,Existing Customer,51,F,2,Unknown,Single,Less than $40K,Blue,39,5,2,4,2673
710544033,Existing Customer,47,M,2,Unknown,Married,$80K - $120K,Blue,36,3,1,3,9437
710622333,Existing Customer,39,F,2,High School,Single,$40K - $60K,Blue,28,3,2,2,2751
714277758,Existing Customer,40,M,1,High School,Single,$40K - $60K,Blue,28,6,2,1,11557
713166333,Existing Customer,38,F,2,High School,Married,Unknown,Blue,27,5,2,1,14831
714346608,Attrited Customer,51,F,2,Graduate,Single,$40K - $60K,Blue,36,3,1,4,1495
778284783,Existing Customer,44,M,5,Unknown,Married,$60K - $80K,Blue,34,5,3,2,2791
714721608,Existing Customer,38,M,3,Graduate,Single,$120K +,Blue,29,4,3,0,9703
716453883,Existing Customer,47,M,5,Unknown,Single,$120K +,Blue,39,6,3,1,3889
713876958,Existing Customer,32,F,0,Unknown,Single,Unknown,Blue,26,6,2,4,14140
794967408,Existing Customer,53,M,3,Post-Graduate,Married,$80K - $120K,Blue,47,5,2,1,9106
798481383,Attrited Customer,40,F,3,Uneducated,Married,Less than $40K,Blue,34,5,1,2,2694
718697583,Existing Customer,45,M,3,Graduate,Divorced,$60K - $80K,Blue,36,6,3,2,19629
711799458,Existing Customer,41,M,4,Graduate,Single,$40K - $60K,Blue,36,3,1,1,6507
823904133,Attrited Customer,53,F,2,College,Single,Unknown,Blue,49,2,2,4,10195
718005108,Existing Customer,44,F,5,College,Married,Less than $40K,Blue,34,4,1,2,2096
717877533,Existing Customer,39,F,2,Graduate,Single,$40K - $60K,Blue,36,5,1,1,11314
711883833,Existing Customer,50,F,1,Uneducated,Single,Less than $40K,Blue,37,6,1,1,1837
711646908,Attrited Customer,39,M,3,Unknown,Single,$60K - $80K,Blue,23,1,2,3,7821
718171308,Attrited Customer,44,F,3,Graduate,Married,Less than $40K,Blue,36,6,3,4,1984
709627983,Existing Customer,56,F,3,Post-Graduate,Single,Less than $40K,Blue,36,4,3,0,2535
716580933,Existing Customer,63,M,0,Uneducated,Single,$40K - $60K,Blue,36,3,3,3,1970
713600958,Existing Customer,50,M,1,Unknown,Married,$120K +,Blue,38,4,5,3,34516
772248408,Existing Customer,40,F,3,Graduate,Single,Less than $40K,Blue,29,5,1,4,2694
720196158,Existing Customer,48,M,3,Unknown,Single,$60K - $80K,Blue,40,6,3,3,4476
770024733,Attrited Customer,53,F,2,Uneducated,Single,$40K - $60K,Blue,47,1,2,3,1699
710912733,Existing Customer,44,F,1,Uneducated,Married,Less than $40K,Blue,36,3,2,4,1953
712860858,Existing Customer,56,F,2,Graduate,Unknown,Unknown,Blue,45,5,1,3,5264
708702258,Attrited Customer,40,F,3,Uneducated,Single,Unknown,Blue,36,3,2,2,3698
797169633,Existing Customer,41,M,4,Graduate,Single,$120K +,Blue,35,5,3,3,34516
709922508,Existing Customer,40,F,4,Unknown,Married,Less than $40K,Blue,28,4,1,1,2712
712802733,Existing Customer,45,F,4,High School,Divorced,Less than $40K,Blue,36,3,1,4,5486
716981358,Existing Customer,40,F,2,Post-Graduate,Married,Less than $40K,Blue,32,3,3,0,2107
758787333,Existing Customer,52,M,3,Uneducated,Unknown,$120K +,Blue,45,4,1,2,18096
720519333,Attrited Customer,59,F,2,Unknown,Single,Unknown,Blue,45,1,3,3,2721
717387933,Existing Customer,49,F,2,High School,Divorced,Less than $40K,Blue,36,6,3,3,2976
738195708,Existing Customer,47,M,2,Graduate,Divorced,$80K - $120K,Blue,40,6,1,3,16741
708560733,Existing Customer,42,F,3,Graduate,Divorced,Less than $40K,Blue,36,5,2,3,3714
717001908,Attrited Customer,41,F,5,Graduate,Married,Less than $40K,Blue,28,6,2,2,6936
768972558,Existing Customer,43,M,5,High School,Married,$120K +,Blue,37,4,3,4,11099
716899233,Existing Customer,40,F,4,Graduate,Single,Less than $40K,Gold,20,6,4,3,15987
715567608,Existing Customer,45,F,1,High School,Unknown,Less than $40K,Blue,35,4,4,4,4406
713264583,Existing Customer,43,M,2,High School,Married,$120K +,Silver,23,3,3,2,34516
716769783,Existing Customer,48,F,2,Graduate,Married,Unknown,Blue,40,3,2,4,5104
719564208,Attrited Customer,46,F,1,Uneducated,Single,$40K - $60K,Blue,30,3,2,1,7195
716680983,Existing Customer,41,F,3,Doctorate,Married,Less than $40K,Blue,36,3,1,1,1956
715719033,Existing Customer,38,F,3,Post-Graduate,Married,Less than $40K,Blue,32,4,3,2,3317
713229633,Attrited Customer,45,F,0,Unknown,Married,$40K - $60K,Blue,30,3,2,4,2759
788246958,Existing Customer,44,F,2,Graduate,Married,Unknown,Blue,36,3,1,2,6038
720419358,Existing Customer,35,F,2,Uneducated,Single,Less than $40K,Blue,36,3,2,1,2942
772545858,Existing Customer,49,F,4,Graduate,Married,Less than $40K,Blue,39,4,2,3,5095
771431133,Existing Customer,47,F,4,Graduate,Unknown,Less than $40K,Blue,35,4,2,4,1438.3
717800358,Existing Customer,48,M,3,High School,Single,$80K - $120K,Blue,36,3,3,4,10111
798041508,Attrited Customer,50,F,4,Graduate,Single,Less than $40K,Blue,44,2,3,2,3201
710626758,Existing Customer,44,M,4,Uneducated,Unknown,$60K - $80K,Blue,36,6,1,3,2761
718982058,Existing Customer,37,M,3,Graduate,Divorced,$40K - $60K,Blue,36,5,2,0,5987
791822733,Existing Customer,47,F,3,High School,Single,Unknown,Blue,41,5,1,3,5630
718762308,Existing Customer,35,F,1,Graduate,Single,Unknown,Blue,36,6,2,3,6622
716841783,Existing Customer,51,M,0,Graduate,Married,$120K +,Blue,36,4,2,3,18733
794524833,Existing Customer,36,F,3,Graduate,Single,$40K - $60K,Blue,18,4,3,3,2265
721359183,Existing Customer,33,F,2,Unknown,Married,$40K - $60K,Blue,19,4,3,4,2907
715014633,Attrited Customer,32,F,0,Uneducated,Married,Unknown,Blue,36,6,3,2,8791
714372333,Attrited Customer,59,F,0,Doctorate,Married,Less than $40K,Blue,52,6,4,2,2302
766946058,Existing Customer,51,F,2,Unknown,Unknown,$40K - $60K,Blue,44,4,6,4,5489
708549033,Existing Customer,50,F,1,High School,Married,Less than $40K,Blue,32,4,1,3,2055
708378108,Existing Customer,39,F,1,Post-Graduate,Married,$40K - $60K,Blue,36,5,3,2,2147
826168083,Existing Customer,49,F,4,Unknown,Divorced,Less than $40K,Blue,45,3,3,3,1757
779320008,Attrited Customer,43,M,3,College,Married,$80K - $120K,Blue,25,3,3,3,2900
715312158,Existing Customer,41,F,2,Graduate,Single,Less than $40K,Blue,29,4,2,3,2670
711688983,Existing Customer,51,M,2,Unknown,Divorced,$80K - $120K,Blue,38,4,2,3,21382
714393708,Existing Customer,54,F,0,College,Married,$40K - $60K,Blue,46,6,2,3,2254
789477483,Existing Customer,40,F,5,Unknown,Single,Unknown,Blue,31,6,3,1,4433
712481733,Existing Customer,55,F,2,Graduate,Married,Less than $40K,Blue,36,4,2,4,1438.3
713153733,Attrited Customer,49,F,2,Graduate,Unknown,Less than $40K,Blue,29,6,3,3,2520
780201633,Attrited Customer,41,F,3,Graduate,Single,$40K - $60K,Blue,31,4,3,2,5655
709285683,Existing Customer,48,M,4,Unknown,Divorced,$60K - $80K,Blue,31,4,1,1,1438.3
789823383,Existing Customer,44,F,3,Unknown,Single,Less than $40K,Blue,34,3,3,4,2786
709980783,Existing Customer,51,F,3,High School,Divorced,Less than $40K,Blue,36,4,3,0,3961
772054458,Existing Customer,43,M,3,Unknown,Unknown,$60K - $80K,Blue,32,4,1,3,2476
788095158,Attrited Customer,52,M,3,Uneducated,Married,$80K - $120K,Blue,44,3,3,3,11606
717045033,Existing Customer,45,F,3,Unknown,Married,Unknown,Blue,36,6,1,3,8459
710503308,Existing Customer,48,F,2,Graduate,Single,Unknown,Blue,29,6,1,2,9554
757167633,Existing Customer,50,M,2,Uneducated,Single,$60K - $80K,Blue,43,4,3,3,4388
779739783,Existing Customer,43,M,2,Graduate,Married,$60K - $80K,Blue,28,6,3,2,19826
758653833,Existing Customer,34,F,1,Graduate,Married,$40K - $60K,Blue,27,3,1,3,2173
771288258,Existing Customer,48,F,3,Unknown,Unknown,$40K - $60K,Blue,36,6,2,2,2545
716855058,Attrited Customer,49,F,4,Graduate,Married,Less than $40K,Blue,38,5,2,4,1757
708433683,Existing Customer,54,M,2,Graduate,Married,$80K - $120K,Blue,37,3,2,3,3164
713175483,Existing Customer,44,F,2,Graduate,Married,Less than $40K,Blue,40,6,2,2,6022
709500183,Attrited Customer,46,F,3,College,Married,Less than $40K,Blue,36,2,3,4,1804
789238683,Existing Customer,53,M,2,Uneducated,Divorced,$120K +,Blue,42,4,2,2,22664
710502258,Existing Customer,39,M,3,Graduate,Single,$60K - $80K,Blue,36,5,3,4,2527
715445058,Attrited Customer,49,F,0,Doctorate,Married,Less than $40K,Blue,40,3,4,4,3547
719464758,Existing Customer,52,F,1,College,Single,Less than $40K,Blue,43,5,2,3,1438.3
708442158,Existing Customer,51,F,1,College,Married,Unknown,Blue,38,3,2,4,6182
718524783,Attrited Customer,40,M,3,High School,Unknown,$80K - $120K,Blue,34,1,3,4,29715
717093858,Existing Customer,49,F,2,College,Married,Less than $40K,Blue,36,4,3,3,2154
711654558,Existing Customer,46,M,3,Graduate,Unknown,$60K - $80K,Blue,36,6,3,4,2179
718924983,Existing Customer,59,M,0,Uneducated,Single,$60K - $80K,Blue,48,5,1,3,4906
717463608,Existing Customer,38,F,1,Unknown,Married,$40K - $60K,Blue,26,5,3,1,2346
715779333,Existing Customer,45,F,3,Graduate,Single,Less than $40K,Blue,36,5,2,3,4753
708117933,Attrited Customer,44,F,2,Graduate,Divorced,Less than $40K,Blue,36,3,2,3,1880
789563658,Existing Customer,64,M,0,College,Single,Less than $40K,Silver,56,5,4,4,12155
709239483,Existing Customer,49,F,1,Graduate,Married,$40K - $60K,Blue,36,5,3,1,2721
766456683,Existing Customer,51,F,1,Graduate,Married,Less than $40K,Blue,44,6,2,0,6160
779703258,Existing Customer,41,F,4,Graduate,Single,Less than $40K,Blue,24,3,3,1,2069
709719333,Existing Customer,41,M,2,High School,Single,$80K - $120K,Blue,29,6,3,4,28422
717016833,Existing Customer,39,M,4,Uneducated,Married,$80K - $120K,Blue,27,6,4,2,1438.3
711017433,Existing Customer,41,M,3,Graduate,Divorced,Less than $40K,Blue,23,5,2,4,1438.3
712777233,Attrited Customer,65,M,0,Graduate,Single,Unknown,Blue,48,1,4,3,1671
712706058,Attrited Customer,44,F,5,Graduate,Single,Less than $40K,Blue,37,1,2,4,1491
720905133,Attrited Customer,43,M,3,Graduate,Unknown,$80K - $120K,Blue,29,1,2,6,11422
712947333,Attrited Customer,54,F,4,Unknown,Married,Less than $40K,Blue,43,3,3,0,5139
806995683,Existing Customer,61,M,0,Doctorate,Single,$60K - $80K,Blue,56,4,1,3,4783
720575058,Existing Customer,47,M,3,Unknown,Single,$60K - $80K,Blue,36,3,2,1,2589
770828358,Existing Customer,38,M,1,Graduate,Unknown,$80K - $120K,Blue,25,4,2,4,8138
721361433,Existing Customer,51,F,3,Graduate,Married,Unknown,Blue,37,6,1,1,4502
770268933,Existing Customer,44,M,5,Unknown,Married,$60K - $80K,Silver,38,3,2,2,33521
789209283,Existing Customer,48,F,3,High School,Single,Less than $40K,Blue,37,5,3,0,4361
716204883,Existing Customer,53,M,4,College,Unknown,$60K - $80K,Blue,44,5,3,1,7026
715506258,Existing Customer,50,M,2,High School,Married,$80K - $120K,Blue,36,6,2,1,16388
711871758,Attrited Customer,30,F,1,Graduate,Married,Less than $40K,Blue,36,2,2,3,2905
772655733,Existing Customer,41,M,1,Uneducated,Single,$80K - $120K,Blue,31,6,2,4,2404
719519058,Attrited Customer,55,F,4,High School,Married,Less than $40K,Blue,36,4,2,3,1477
716873733,Attrited Customer,43,F,4,Post-Graduate,Divorced,Less than $40K,Blue,30,4,3,3,3556
780383358,Existing Customer,48,M,3,Graduate,Married,$60K - $80K,Blue,38,6,1,0,5649
718522308,Existing Customer,41,F,3,Post-Graduate,Unknown,$40K - $60K,Blue,29,6,1,3,14345
716308683,Existing Customer,47,F,3,High School,Married,Less than $40K,Blue,36,6,2,3,6524
719056833,Existing Customer,55,F,1,Unknown,Married,Less than $40K,Blue,46,5,1,4,2281
712303908,Existing Customer,47,F,4,College,Married,Less than $40K,Blue,38,3,1,2,2633
715572783,Existing Customer,51,M,3,Graduate,Married,$80K - $120K,Blue,31,6,1,2,7693
713641233,Existing Customer,44,F,3,High School,Single,Unknown,Blue,31,5,6,4,10262
712854633,Existing Customer,49,F,2,Unknown,Single,Unknown,Blue,39,4,1,3,11320
779340183,Existing Customer,53,F,1,College,Single,Less than $40K,Blue,35,3,2,4,2482
771952683,Existing Customer,47,F,3,High School,Married,Less than $40K,Blue,36,3,2,2,3035
716639058,Existing Customer,51,M,2,Graduate,Single,$120K +,Blue,40,4,3,3,26308
779027733,Existing Customer,53,F,4,Unknown,Single,Less than $40K,Blue,34,6,2,2,6721
713368833,Existing Customer,49,M,2,College,Single,$60K - $80K,Blue,41,6,3,4,6205
713926308,Existing Customer,35,F,3,Uneducated,Single,Less than $40K,Blue,36,4,2,3,2624
720206658,Attrited Customer,40,F,3,Graduate,Married,Less than $40K,Blue,29,6,2,4,1479
708720558,Existing Customer,44,M,3,College,Married,$60K - $80K,Blue,30,5,2,0,4489
713857758,Attrited Customer,53,F,1,Graduate,Married,Unknown,Blue,36,6,3,1,5842
711255858,Existing Customer,42,F,4,Unknown,Married,Less than $40K,Blue,30,4,2,3,8777
798717783,Existing Customer,51,F,2,Unknown,Single,Less than $40K,Blue,45,3,6,1,3250
710674533,Attrited Customer,46,M,1,Uneducated,Married,$60K - $80K,Blue,34,3,3,4,15060
718642458,Existing Customer,40,M,4,High School,Unknown,$80K - $120K,Blue,36,6,1,0,2126
709788783,Existing Customer,47,M,4,Unknown,Divorced,$40K - $60K,Blue,35,3,2,1,4907
752199183,Existing Customer,51,F,1,Uneducated,Married,Unknown,Blue,44,6,2,1,3553
789707433,Existing Customer,41,F,4,High School,Single,Unknown,Blue,28,4,2,2,2515
717448383,Attrited Customer,41,M,4,Unknown,Single,$80K - $120K,Blue,28,1,2,4,4428
779468808,Existing Customer,43,M,1,High School,Married,$40K - $60K,Blue,25,6,3,3,1616
790000608,Existing Customer,64,F,1,Graduate,Single,Less than $40K,Blue,56,4,1,1,6723
770917608,Existing Customer,42,F,1,Uneducated,Married,Less than $40K,Blue,29,3,4,2,2756
716307558,Attrited Customer,50,F,3,High School,Married,Less than $40K,Blue,40,6,2,4,2897
719048133,Existing Customer,52,F,2,Uneducated,Married,Less than $40K,Blue,42,6,3,0,5456
771488583,Existing Customer,46,F,1,Graduate,Single,$40K - $60K,Blue,34,4,2,2,3569
717202908,Existing Customer,39,M,5,College,Married,$80K - $120K,Blue,29,3,3,4,34198
720696558,Existing Customer,44,M,2,Graduate,Single,$80K - $120K,Blue,31,5,2,4,34516
788989083,Existing Customer,57,F,3,College,Single,$40K - $60K,Blue,44,3,1,2,2817
720398958,Existing Customer,53,F,1,Uneducated,Single,Less than $40K,Blue,43,6,2,3,2126
716530533,Existing Customer,43,F,2,Uneducated,Single,Less than $40K,Blue,36,3,1,4,2573
714499908,Existing Customer,45,F,3,Unknown,Married,$40K - $60K,Blue,31,5,5,3,2016
708879483,Existing Customer,48,F,1,College,Divorced,Less than $40K,Blue,36,6,3,0,4006
716044383,Existing Customer,41,F,3,High School,Unknown,Unknown,Blue,36,5,1,2,5869
781320783,Attrited Customer,47,M,2,Graduate,Divorced,$80K - $120K,Blue,41,3,2,3,4586
711657783,Existing Customer,50,F,2,College,Single,Less than $40K,Blue,41,6,3,4,1438.3
715423233,Existing Customer,46,M,5,Unknown,Married,$60K - $80K,Blue,35,3,3,3,1790
719264058,Existing Customer,51,F,0,Graduate,Married,Unknown,Blue,36,5,2,3,5862
711120333,Existing Customer,43,M,5,Unknown,Married,$60K - $80K,Blue,36,3,5,1,7411
714100008,Attrited Customer,47,F,2,College,Married,Less than $40K,Blue,36,6,2,3,5667
798030933,Existing Customer,47,M,4,College,Single,$60K - $80K,Blue,41,5,2,3,15594
708223383,Attrited Customer,47,F,3,High School,Married,Unknown,Blue,39,6,3,4,11410
708705783,Attrited Customer,47,M,3,Doctorate,Married,$60K - $80K,Blue,36,6,3,1,1584
778949133,Existing Customer,44,M,1,Uneducated,Married,$80K - $120K,Blue,29,4,3,3,13298
709017258,Attrited Customer,51,F,2,Unknown,Married,Less than $40K,Blue,36,1,2,2,2114
709161108,Attrited Customer,44,M,1,Unknown,Single,$60K - $80K,Blue,33,3,2,4,2540
716842908,Existing Customer,41,F,5,Uneducated,Single,Less than $40K,Blue,30,4,2,1,1762
787513533,Existing Customer,47,F,1,Uneducated,Married,Less than $40K,Blue,36,6,3,3,2245
717949983,Existing Customer,47,M,1,Uneducated,Married,$40K - $60K,Blue,36,3,2,3,8168
714089658,Attrited Customer,41,M,2,Graduate,Single,$60K - $80K,Blue,36,3,2,1,2238
718863258,Attrited Customer,54,F,2,Doctorate,Married,Less than $40K,Blue,41,2,2,3,3881
717549408,Existing Customer,44,M,4,Graduate,Married,$80K - $120K,Blue,36,3,1,3,20485
807600633,Existing Customer,44,F,2,Doctorate,Divorced,Unknown,Blue,39,6,4,1,9856
770293758,Existing Customer,44,M,3,High School,Single,Less than $40K,Blue,38,6,1,2,2111
765584208,Existing Customer,43,F,3,Unknown,Divorced,Less than $40K,Blue,30,3,2,1,2905
811989858,Existing Customer,49,M,4,Uneducated,Unknown,$60K - $80K,Silver,44,6,3,2,32244
721276383,Existing Customer,47,F,2,Post-Graduate,Divorced,$40K - $60K,Blue,33,6,2,3,5624
708585933,Existing Customer,44,F,4,High School,Single,Less than $40K,Blue,36,6,2,3,1656
713283933,Attrited Customer,42,M,2,Uneducated,Married,$40K - $60K,Blue,30,1,3,3,3032
714915633,Attrited Customer,42,M,0,High School,Single,$60K - $80K,Blue,36,4,3,6,15699
709236633,Existing Customer,40,F,3,Uneducated,Divorced,$40K - $60K,Blue,28,3,1,3,6608
827948133,Existing Customer,47,F,3,Graduate,Single,Less than $40K,Blue,43,4,2,4,5062
718946358,Existing Customer,44,M,3,Uneducated,Single,$40K - $60K,Blue,30,3,3,2,1547
714400308,Existing Customer,60,F,0,Uneducated,Single,Less than $40K,Silver,49,3,1,1,11060
789670533,Existing Customer,41,F,2,High School,Married,$40K - $60K,Blue,26,5,1,2,1438.3
770942283,Existing Customer,46,F,2,Unknown,Single,Less than $40K,Blue,33,4,3,2,3670
827074758,Existing Customer,42,F,3,Uneducated,Single,Less than $40K,Blue,38,4,1,4,1538
818326083,Existing Customer,54,F,3,High School,Married,$40K - $60K,Blue,49,5,1,2,1438.3
712292133,Attrited Customer,45,F,3,College,Married,Less than $40K,Blue,36,4,2,4,2330
709449333,Existing Customer,49,M,1,High School,Single,$60K - $80K,Blue,40,6,2,2,3170
788840283,Existing Customer,42,F,2,Post-Graduate,Divorced,Less than $40K,Blue,26,5,2,3,2120
716013858,Existing Customer,53,M,0,Graduate,Single,$80K - $120K,Blue,34,3,1,4,20231
712229283,Attrited Customer,48,F,4,Doctorate,Unknown,Unknown,Blue,24,4,2,3,1438.3
751422258,Existing Customer,45,F,4,Graduate,Married,Less than $40K,Blue,38,6,3,2,5583
715691808,Existing Customer,41,F,3,Uneducated,Divorced,Less than $40K,Blue,30,5,3,4,7764
794273283,Attrited Customer,51,M,3,Uneducated,Single,$80K - $120K,Blue,45,3,3,3,25670
788838033,Attrited Customer,45,M,2,College,Single,$60K - $80K,Blue,29,3,2,4,3841
712778658,Existing Customer,52,F,3,Graduate,Married,Less than $40K,Blue,39,4,3,3,2001
789580908,Existing Customer,44,F,3,High School,Single,Less than $40K,Blue,37,3,2,2,8512
778965183,Existing Customer,47,F,3,Uneducated,Divorced,$40K - $60K,Blue,30,5,3,2,5869
714462558,Existing Customer,44,F,5,Unknown,Married,Unknown,Blue,36,4,2,3,5791
789013833,Attrited Customer,50,M,2,High School,Married,$120K +,Silver,37,5,2,1,34516
800869758,Existing Customer,49,M,3,Unknown,Married,$80K - $120K,Blue,43,6,1,1,2191
807426033,Existing Customer,37,M,2,Unknown,Single,$60K - $80K,Blue,32,4,1,1,2865
720091083,Existing Customer,43,M,4,Graduate,Married,$120K +,Blue,31,6,1,3,6467
711918033,Attrited Customer,37,F,3,Unknown,Married,Less than $40K,Blue,17,3,1,3,1468
709679658,Existing Customer,58,F,2,Graduate,Single,$40K - $60K,Blue,50,4,3,3,5386
779296908,Existing Customer,46,F,3,Graduate,Single,Less than $40K,Blue,28,5,3,3,1438.3
720682308,Existing Customer,59,F,0,Uneducated,Single,Unknown,Blue,46,5,1,4,5402
714084483,Attrited Customer,49,F,3,Uneducated,Single,Unknown,Blue,36,4,2,3,3855
719495958,Attrited Customer,42,F,1,Unknown,Married,Less than $40K,Blue,36,3,3,4,2983
789775308,Existing Customer,54,F,2,Doctorate,Divorced,Less than $40K,Blue,43,6,1,3,1438.3
714726858,Attrited Customer,31,F,0,Post-Graduate,Divorced,Less than $40K,Blue,36,6,3,3,4871
709749483,Existing Customer,40,F,2,Graduate,Unknown,Less than $40K,Blue,29,5,1,2,2636
710926383,Existing Customer,32,F,2,Post-Graduate,Married,$40K - $60K,Blue,24,5,3,1,1553
717172308,Attrited Customer,45,F,3,High School,Married,$40K - $60K,Blue,37,4,2,4,3304
771795933,Attrited Customer,49,M,4,Unknown,Single,$120K +,Blue,38,3,3,4,34516
785024808,Existing Customer,53,F,1,High School,Single,Less than $40K,Blue,47,6,2,3,3378
710277183,Existing Customer,34,F,3,Uneducated,Single,$40K - $60K,Blue,27,3,2,4,2313
714647808,Existing Customer,49,F,0,Graduate,Single,Less than $40K,Blue,39,4,3,0,2434
709857033,Existing Customer,60,F,1,College,Single,$40K - $60K,Blue,50,5,1,3,1438.3
